id,ps_x,ps_y,ps_orient,ps_vp,ps_vc,ps_of1,ps_of2,ps_of3,ps_det,ps_col,sivic_x,sivic_y,sivic_orient,sivic_vp,sivic_vc,sivic_of1,sivic_of2,sivic_of3,sivic_det,sivic_col,sivic_conf,theory_of1,big_diff
359,78.55391,41.206086,98.447438,2.314104,23.141907,0.133044,0.05506,0,0,1,204.14609,310.543914,-81.552562,2.314104,83.310865,8.284474,0.816167,0,1,0,0.3,7.743326,1
360,78.59369,35.404776,75.75653,2.096383,11.791407,0.776169,0.101627,0,1,1,204.10631,316.345224,-104.24347,2.096383,42.449065,1.947238,0.374201,0,1,0,0.2,10.426899,0
361,78.726581,42.833155,144.885665,3.146194,22.97601,0.383593,0.045579,0,0,1,203.973419,308.916845,-35.114335,3.146194,82.713636,1.118388,0.473348,0,0,0,0.35,1.003651,0
362,78.767275,42.788911,144.901723,3.146595,23.000765,0.450652,0.046687,0.058653,0,1,203.932725,308.961089,-35.098277,3.146595,82.802754,1.041215,0.473348,0,0,0,0.3,0.957385,0
363,78.781159,42.769154,144.353003,3.1364,22.967012,0.385098,0.050806,0.001678,0,1,203.918841,308.980846,-35.646997,3.1364,82.681243,1.152159,0.190059,0,1,0,0.45,0.863224,0
364,78.833717,41.544314,95.596676,2.386074,25,0.189308,0.039687,0,0,1,203.866283,310.205686,-84.403324,2.386074,90,6.38778,0.816237,0,1,0,0.2,7.785505,1
365,78.866885,41.548891,95.596341,2.381796,24.99933,0.168949,0.03976,0,0,1,203.833115,310.201109,-84.403659,2.381796,89.997588,6.056793,0.719844,0,1,0,0.2,7.781585,1
366,78.89648,42.85968,145.181672,3.158136,23.026636,0.398273,0.045011,0,0,1,203.80352,308.89032,-34.818328,3.158136,82.89589,1.081413,0.546563,0,0,0,0.3,1.093321,0
367,79.383629,41.363451,96.567029,2.251676,23.596347,0.06151,0.04201,0,0,1,203.316371,310.386549,-83.432971,2.251676,84.946849,7.709108,0.912556,0,1,0,0.2,7.844877,1
368,79.53744,41.3601,98.271465,2.287305,23.139797,0.249907,0.046497,0,0,1,203.16256,310.3899,-81.728535,2.287305,83.303269,9.298346,1.008874,0,1,0,0.15,7.608982,1
369,79.761921,41.281519,97.680534,2.231276,23.163011,0.103645,0.059479,0,0,1,202.938079,310.468481,-82.319466,2.231276,83.38684,8.008091,0.864332,0,1,0,0.2,7.780718,1
370,81.364459,41.881062,119.311991,2.615854,23.362685,0.620791,0.061901,0,0,1,201.335541,309.868938,-60.688009,2.615854,84.105666,9.080208,1.5095,0,0,0,0.3,4.050636,1
371,81.566627,39.706152,60.431638,2.170046,17.925416,0.05382,0.062097,0,1,1,201.133373,312.043848,-119.568362,2.170046,64.531498,19.28361,1.612392,0,1,0,0.2,4.837007,1
372,81.571275,39.706003,60.423784,2.170176,17.926205,0.054258,0.062193,0,1,1,201.128725,312.043997,-119.576216,2.170176,64.534338,19.286829,1.612344,0,1,0,0.2,4.835482,1
373,81.571375,39.706,60.393153,2.169953,17.925337,0.054532,0.06257,0,1,1,201.128625,312.044,-119.606847,2.169953,64.531213,19.288521,1.720066,0,1,0,0.25,4.830867,1
374,82.777569,39.690189,59.772794,2.178115,17.736493,0.263754,0.060226,0,1,1,199.922431,312.059811,-120.227206,2.178115,63.851375,20.637718,1.827775,0,1,0,0.15,4.573857,1
375,82.790902,39.696221,59.802484,2.174453,17.748756,0.25017,0.060403,0,1,1,199.909098,312.053779,-120.197516,2.174453,63.895522,20.610642,1.720048,0,1,0,0.2,4.58708,1
376,83.054759,39.697517,59.446876,2.143507,17.812961,0.087626,0.059929,0,1,1,199.645241,312.052483,-120.553124,2.143507,64.12666,19.690029,1.720066,0,1,0,0.25,4.623958,1
377,83.080455,36.885617,94.771567,3.41642,23.336363,0.084008,0.070733,0.277639,0,1,199.619545,314.864383,-85.228433,3.41642,84.010907,17.987503,1.635057,0,1,0,0.2,12.230842,1
378,83.080828,36.805758,94.705756,3.420641,23.339369,0.048726,0.071075,0.343612,0,1,199.619172,314.944242,-85.294244,3.420641,84.021728,17.988203,1.538711,0,1,0,0.25,12.321963,1
379,83.092993,36.948144,94.833718,3.398365,23.331414,0.096645,0.070341,0.1449,0,1,199.607007,314.801856,-85.166282,3.398365,83.99309,18.001571,1.538675,0,1,0,0.3,12.160566,1
380,83.2354,40.299089,113.010513,2.384501,19.667991,0.377936,0.081963,0,0,1,199.4646,311.450911,-66.989487,2.384501,70.804768,17.418159,1.827826,0,0,0,0.35,6.146681,1
381,83.266251,36.755585,94.797999,3.384123,23.32356,0.14677,0.051837,0.474632,0,1,199.433749,314.994415,-85.202001,3.384123,83.964816,17.392049,1.442293,0,1,0,0.25,12.36087,1
382,83.437007,36.744821,95.254132,3.386438,23.211454,0.09485,0.052326,0.418253,0,1,199.262993,315.005179,-84.745868,3.386438,83.561234,17.784957,1.490516,0,1,0,0.35,12.281048,1
383,84.232429,43.955667,111.736432,1,15.572422,0.070303,0.063036,0,1,1,198.467571,307.794333,-68.263568,1,56.060719,1.081919,0.286427,0,1,0,0.15,4.152869,0
384,84.433819,45.216639,130.195077,1,15.986626,0.302205,0.061118,0,1,1,198.266181,306.533361,-49.804923,1,57.551854,0.923129,0.286429,0,1,0,0.15,1.52907,0
385,84.435127,45.216645,130.197509,1,15.987212,0.301752,0.061126,0,1,1,198.264873,306.533355,-49.802491,1,57.553963,0.923293,0.19009,0,1,0,0.15,1.528973,0
386,84.445516,45.204729,130.229093,1,16.085307,0.268283,0.062819,0,1,1,198.254484,306.545271,-49.770907,1,57.907105,0.89607,0.238271,0,1,0,0.15,1.557195,0
387,84.455137,45.214644,130.243164,1,16.0854,0.279109,0.063459,0,1,1,198.244863,306.535356,-49.756836,1,57.90744,0.882117,0.15892,0,1,0,0.2,1.546048,0
388,84.456445,45.214651,130.245596,1,16.085986,0.278614,0.063408,0,1,1,198.243555,306.535349,-49.754404,1,57.90955,0.882299,0.15892,0,1,0,0.15,1.545919,0
389,84.47891,39.112368,121.148789,3.61877,22.796594,0.925661,0.055785,0,0,1,198.22109,312.637632,-58.851211,3.61877,82.067738,18.196839,1.827826,0,0,0,0.35,4.768248,1
390,84.489865,39.118569,121.053954,3.59928,22.793854,0.896523,0.056337,0,0,1,198.210135,312.631431,-58.946046,3.59928,82.057874,17.803223,1.708454,0,0,0,0.45,4.807207,1
391,84.512653,39.11804,121.047112,3.591082,22.766016,0.888788,0.059847,0,0,1,198.187347,312.63196,-58.952888,3.591082,81.957658,17.917476,1.708454,0,0,0,0.35,4.812957,1
392,84.703547,38.048965,65.78246,2.305477,16.96224,0.382009,0.062259,0,1,1,197.996453,313.701035,-114.21754,2.305477,61.064064,21.573279,1.935323,0,1,0,0.3,6.547063,1
393,84.84482,45.414417,127.939574,1,18.534285,0.11617,0.066683,0,1,1,197.85518,306.335583,-52.060426,1,66.723426,1.030825,0.18038,0,1,0,0.25,1.885083,0
394,84.935147,38.751239,120.554204,3.170894,21.799296,0.149678,0.08596,0.206668,0,1,197.764853,312.998761,-59.445796,3.170894,78.477466,14.619407,1.390127,0,0,0,0.35,5.655519,1
395,84.94227,38.740213,120.448642,3.234187,21.816786,0.053938,4,0.012317,0,1,197.75773,313.009787,-59.551358,3.234187,78.54043,15.83104,1.54929,0,0,0,0.35,5.589552,1
396,84.976013,38.745885,120.346966,3.206499,21.786208,0.006548,4,0.095323,0,1,197.723987,313.004115,-59.653034,3.206499,78.430349,15.569245,1.589081,0,0,0,0.4,5.635177,1
397,84.987976,45.209743,129.945144,1,16.087234,0.310119,0.061426,0,1,1,197.712024,306.540257,-50.054856,1,57.914042,0.992814,0.238247,0,1,0,0.15,1.551609,0
398,84.989546,38.71568,120.344809,3.160328,21.773058,0.159758,0.047566,0.06746,0,1,197.710454,313.03432,-59.655191,3.160328,78.383009,14.811422,1.390127,0,0,0,0.4,5.73373,1
399,85,44.962806,136.512719,1,14.122228,0.111469,0.072991,0,1,1,197.7,306.787194,-43.487281,1,50.840021,0.453626,4,0,0,1,0.2,0.872748,0
400,85,46.212218,135.41899,1,18.56265,0.511835,0.055998,0,1,1,197.7,305.537782,-44.58101,1,66.82554,1.147429,0.212693,0,1,0,0.25,0.645345,0
401,20,48,80.30703,1.45468,14.6245,1.199936,0.137471,0,1,1,262.7,303.75,-99.692975,1.454679,52.648193,0.315596,0.058459,0,1,1,0.15,1.628477,0
402,20,48,85.98182,1,8.42144,1.591298,0.340151,0,1,0,262.7,303.75,-94.018177,1,30.317168,0.330771,0.093785,0,1,1,0.3,1.811169,0
403,20,48,93.40493,1,7.39216,1.877765,0.417118,0,1,0,262.7,303.75,-86.595069,1,26.611782,0.129172,1.28948,0,1,1,0.25,1.858383,0
404,20.20139,48,80.2466,1.45397,14.58183,1.224959,0.148677,0,1,1,262.498606,303.75,-99.753396,1.453971,52.494589,0.451486,0.23829,0,1,1,0.2,1.621383,0
405,20.27581,41.63575,100.65989,4.52391,7.5128,3.735132,0.460063,0.051888,1,0,262.424189,310.114253,-79.340108,4.523909,27.046084,0.382148,4,0.32458,0,1,0.55,6.928484,0
406,20.28633,41.77588,100.44084,4.36448,7.51517,3.539104,0.426467,0.154318,1,0,262.413672,309.974124,-79.559164,4.364476,27.054629,0.061509,0.093773,0.055808,1,1,0.25,6.849907,0
407,20.29235,41.64091,100.73394,4.41147,7.51123,3.428157,0.426747,0.074541,1,0,262.407651,310.109089,-79.266057,4.411466,27.040434,0.017161,4,0.164084,0,1,0.2,6.934926,0
408,20.29273,41.63956,100.73021,4.41008,7.51123,3.427019,0.426727,0.068801,1,0,262.407269,310.110444,-79.269794,4.410082,27.040434,0.018502,0.093767,0.161846,1,1,0.25,6.937033,0
409,20.41492,48,94.51868,1,7.67033,1.825965,0.378292,0,1,0,262.285084,303.75,-85.481325,1,27.613173,0.232604,0.105119,0,1,1,0.3,1.814467,0
410,21.78103,41.01647,89.81448,3.97379,7.40368,4.21075,0.48945,0.305052,1,0,260.91897,310.73353,-90.185524,3.973785,26.653235,0.110955,4,5.295584,0,1,0.2,8.901757,0
411,21.96281,45.5323,93.43858,2.02375,7.62066,2.739186,0.409531,0,1,0,260.737193,306.217705,-86.561421,2.023752,27.434389,0.154895,0.141951,0.898769,1,1,0.25,4.190873,0
412,21.96598,45.60126,93.30674,2.03253,7.60983,3.019244,0.434572,0,1,0,260.734022,306.148742,-86.693264,2.032531,27.395393,0.194018,0.141953,0.598598,1,1,0.15,4.131273,0
413,22.38116,46.68637,83.60046,2.63583,20.60962,0.781616,0.063585,0,0,1,260.318841,305.063632,-96.399542,2.635828,74.194635,0.419272,0.233621,2.952596,1,1,0.35,2.947908,0
414,23.24803,46.67499,86.32451,2.67331,20.39965,0.948341,0.066913,0,0,1,259.451967,305.07501,-93.675493,2.67331,73.438751,0.095849,0.092124,2.817129,1,1,0.15,3.100429,0
415,23.26289,46.69393,86.2971,2.67101,20.40695,0.965229,0.068346,0,0,1,259.437114,305.056071,-93.702899,2.671012,73.465012,0.102627,0.292669,2.798255,1,1,0.15,3.079965,0
416,23.29285,46.67297,85.53358,2.64132,19.57971,1.044914,0.071823,0,0,1,259.407151,305.077032,-94.466421,2.641321,70.486949,0.189879,4,2.738566,0,1,0.2,3.044217,0
417,23.58998,48,81.09669,1,14.80368,0.797192,0.099198,0,1,1,259.110019,303.75,-98.903312,1,53.293264,0.168377,0.051283,0,1,1,0.25,1.735699,0
418,24.37819,48,80.34738,1.0079,14.93165,0.846856,0.132963,0,1,1,258.321814,303.75,-99.65262,1.007899,53.753924,0.026909,0.058461,0,1,1,0.25,1.704305,0
419,24.97821,44.92828,88.14782,3.84475,21.48309,0.632537,0.067511,0.06205,0,1,257.721794,306.821719,-91.852181,3.844752,77.339118,0.503218,0.034052,3.539563,1,1,0.15,4.895777,0
420,25.24515,48,134.51285,1.19624,10.00136,1.192129,0.211194,0,1,1,257.454853,303.75,-45.487148,1.196236,36.004892,0.32245,4,0,0,1,0.65,0.050901,0
421,25.46783,46.9332,82.23759,1.4304,13.72357,0.808643,0.098728,0,1,1,257.232166,304.816803,-97.762409,1.430397,49.404835,0.113324,0.23829,2.483259,1,1,0.2,2.666778,0
422,25.93314,48,133.55024,1.15307,10.32858,1.154105,0.177998,0,1,1,256.766863,303.75,-46.44976,1.15307,37.182878,0.096536,0.141951,0,1,1,0.3,0.154741,0
423,26.54018,48,127.25113,1,4.70985,8.189317,1.562824,0,1,0,256.159818,303.75,-52.748867,1,16.955442,0.478211,4,0,0,0,0.45,0.912408,1
424,27.17899,48,133.72547,1,10.42561,0.972495,0.141215,0,1,1,255.521015,303.75,-46.274534,1,37.532197,0.332256,0.141948,0,1,1,0.25,0.314291,0
425,27.25837,48,132.73495,1.10611,9.89915,1.28468,0.241571,0,1,0,255.441631,303.75,-47.265055,1.106114,35.636927,0.026225,4,0,0,1,0.4,0.089717,0
426,27.81021,46.72252,113.06277,1.15696,4.20832,14.071366,2.075312,0,0,0,254.889793,305.027483,-66.937231,1.156962,15.149937,0.376821,0.093786,0,1,1,0.15,0.883811,1
427,27.82651,46.73857,112.73103,1.09796,4.23446,9.468567,1.935669,0,1,0,254.873489,305.011431,-67.26897,1.097965,15.244058,0.386661,0.12819,0,1,1,0.35,1.008243,1
428,27.86782,46.57448,112.71573,1.06975,4.23583,8.302383,1.759308,0,1,0,254.832185,305.175517,-67.284269,1.069752,15.248972,0.186965,0.093782,0.02864,1,1,0.25,1.217443,1
429,28.35581,44.86419,125.84088,2.02462,4.62923,7.68293,1.272499,0,1,0,254.34419,306.885807,-54.159121,2.024621,16.665234,0.257824,4,0.043905,0,1,0.4,0.221214,1
430,28.4501,44.85573,125.33228,2.05347,4.66744,8.028708,4,0,0,0,254.249898,306.894267,-54.667724,2.053466,16.802801,0.196879,4,0.024928,0,1,0.75,0.179399,1
431,28.47191,44.85875,125.66547,2.01937,4.66328,7.676224,4,0,0,0,254.228095,306.891247,-54.33453,2.019373,16.787825,0.302425,4,0.648475,0,1,0.3,0.17381,1
432,28.55089,48,135.06486,1.1748,4.98235,9.25739,1.555791,0,1,0,254.149113,303.75,-44.935143,1.174797,17.936448,0.825553,0.575463,0,0,0,0.15,2.064313,1
433,29.00466,36.4266,54.39158,5,15.56934,3.023173,4,0.107305,0,0,253.695339,315.3234,-125.608416,5,56.04962,0.097355,4,0.044232,0,1,0.2,6.043134,0
434,30.54779,40.89036,124.83074,4.54179,8.60813,2.184076,0.219035,0,1,0,252.152214,310.859639,-55.16926,4.541785,30.989259,0.161761,4,0.02102,0,1,0.7,2.628568,0
435,30.70261,35.60525,54.99736,5,15.42224,3.160431,4,0.047833,0,0,251.997387,316.14475,-125.002642,5,55.520075,0.251633,0.302504,0.450005,1,1,0.1,6.41783,0
436,30.70802,38.75316,80.90288,3.00389,4.62697,15.266082,3.1131,0,0,0,251.991977,312.996839,-99.097117,3.00389,16.657092,0.091751,0.238281,1.843379,1,1,0.15,15.533013,1
437,30.73483,38.72728,81.25894,3.02228,4.61266,15.35056,3.138467,0,0,0,251.965166,313.022723,-98.741059,3.022276,16.605566,0.118267,0.141951,1.815031,1,1,0.25,15.95481,1
438,30.73598,36.52071,63.21392,4.62357,15.34475,2.682491,4,0.089479,0,0,251.964023,315.229294,-116.786082,4.623573,55.241082,0.381995,0.266576,0.573863,1,1,0.1,7.639278,0
439,31.002,36.48884,61.18358,4.6074,15.12598,2.581838,4,0.109185,0,0,251.698001,315.261157,-118.816416,4.607402,54.453543,0.074022,0.266599,0.183509,1,1,0.15,7.160346,0
440,31.01744,36.44113,63.29408,4.63031,14.89262,2.328392,4,0.026768,0,0,251.68256,315.308871,-116.705922,4.63031,53.613432,0.26111,0.212787,0.221433,1,1,0.1,7.420618,0
441,31.13131,36.37204,60.5003,4.66486,15.59673,2.907009,4,0.077728,0,0,251.568687,315.377963,-119.499703,4.664864,56.148242,0.185259,0.266576,0.118551,1,1,0.15,7.286383,0
442,31.46567,35.99772,57.70632,4.99453,16.04204,2.837913,4,0.042828,0,0,251.23433,315.75228,-122.293677,4.994528,57.75135,0.589607,0.320474,0.279317,1,0,0.2,6.729641,0
443,31.46606,38.88958,74.02175,3.98354,14.96905,1.197527,4,0.236467,0,1,251.23394,312.860419,-105.978252,3.983538,53.888594,0.393928,0.286462,1.281397,1,1,0.15,7.974372,0
444,31.7138,35.06087,54.17244,5,15.79808,3.725526,4,0.098382,0,0,250.986197,316.689126,-125.827564,5,56.873093,0.033455,0.302477,0.291121,1,1,0.15,6.827007,0
445,31.7284,36.32522,55.85341,4.64198,15.53728,3.02373,4,0.028951,0,0,250.971604,315.424781,-124.146589,4.641975,55.934202,0.087192,0.363496,0.450272,1,1,0.2,6.448141,0
446,31.87098,36.24057,58.91841,4.62412,15.46145,2.876079,4,0.095214,0,0,250.829017,315.509429,-121.081587,4.624122,55.661219,0.14945,0.212767,0.390494,1,1,0.15,6.99505,0
447,31.95452,36.35779,58.27929,4.63056,16.38253,3.402412,4,0.081783,0,0,250.745479,315.392208,-121.720707,4.630563,58.977119,0.39504,4,0.009107,0,1,0.2,7.25267,0
448,32.04296,36.22471,55.23842,4.6535,16.17662,3.495306,4,0.044605,0,0,250.65704,315.525295,-124.761582,4.653503,58.235839,0.528203,4,0.155938,0,1,0.25,6.739595,0
449,32.1341,36.48836,60.4228,4.62068,16.25808,3.048369,4,0.101006,0,0,250.5659,315.26164,-119.577203,4.620675,58.529096,0.21839,0.067821,0.579714,1,1,0.15,7.396378,0
450,32.30771,36.42448,54.50557,4.6659,16.24719,3.296283,4,0.095743,0,0,250.392293,315.325521,-125.494434,4.665901,58.489872,0.06545,0.302468,0.162747,1,1,0.2,6.39471,0
451,32.32554,36.59646,55.52016,4.59299,15.98644,3.04081,4,0.094604,0,0,250.374465,315.153543,-124.479839,4.592986,57.551188,0.101371,0.302493,0.456666,1,1,0.15,6.371189,0
452,32.33064,36.07504,55.08514,4.64945,15.76299,3.288384,4,0.050945,0,0,250.369361,315.67496,-124.914859,4.649446,56.746751,0.021717,0.241463,0.199167,1,1,0.2,6.564699,0
453,32.33088,36.07551,55.08503,4.64946,15.76307,3.287875,4,0.050624,0,0,250.369123,315.674488,-124.914968,4.649458,56.747036,0.342361,0.180443,0.198767,1,1,0.15,6.564194,0
454,32.33165,36.0745,55.10203,4.64929,15.75501,3.287387,4,0.028769,0,0,250.368353,315.675502,-124.897975,4.649294,56.71804,0.028457,0.180443,0.179115,1,1,0.25,6.563086,0
455,32.34599,35.8637,58.27432,4.64764,15.40259,3.053407,4,0.051928,0,0,250.354007,315.886299,-121.725682,4.647638,55.449336,0.121855,0.212767,0.253546,1,1,0.35,7.072458,0
456,32.38207,36.07495,55.08023,4.64961,15.76074,3.269538,4,0.067397,0,0,250.317929,315.675046,-124.91977,4.64961,56.738646,0.065275,0.241472,0.103954,1,1,0.3,6.551119,0
457,32.5692,36.09856,57.77432,4.63469,15.85164,3.134415,4,0.000546,0,0,250.1308,315.651443,-122.225676,4.634691,57.065888,0.07287,0.266599,0.227536,1,1,0.15,7.006039,0
458,32.57193,36.0983,57.5416,4.63496,15.84939,3.13904,4,0.062206,0,0,250.128067,315.6517,-122.458402,4.634961,57.057797,0.09802,0.180467,0.151647,1,1,0.2,6.965424,0
459,32.86809,35.15471,47.50846,5,15.9716,4.003782,4,0.009504,0,0,249.83191,316.595289,-132.491543,5,57.497771,0.21505,0.363511,0.114908,1,1,0.25,5.60115,0
460,32.9258,36.61015,54.13362,4.5768,16.1388,3.103058,4,0.074283,0,0,249.774202,315.139855,-125.866383,4.576795,58.09968,0.205629,0.067843,0.469141,1,1,0.15,6.145325,0
461,33.03826,35.79503,55.32914,4.69255,16.09181,3.491805,4,0.009575,0,0,249.661737,315.954974,-124.670857,4.692553,57.930505,0.009754,0.302468,0.220295,1,1,0.2,6.834425,0
462,33.04494,35.78545,55.32875,4.69129,16.07692,3.484356,4,0.072763,0,0,249.65506,315.964552,-124.671247,4.691294,57.876913,0.018329,0.302468,0.704476,1,1,0.15,6.83595,0
463,33.07106,37.07224,56.26976,4.21438,14.61945,2.264078,4,0.048346,0,0,249.628937,314.677764,-123.73024,4.214376,52.630029,0.275678,0.058462,0.475221,1,1,0.3,5.836667,0
464,33.28456,36.08085,52.41154,4.6338,15.62367,3.153938,4,0.03973,0,0,249.415442,315.669147,-127.588465,4.633803,56.245227,0.36091,0.067849,0.064609,1,1,0.15,5.885175,0
465,33.29398,35.93951,55.71285,4.65524,16.22658,3.417346,4,0.112151,0,0,249.406019,315.810491,-124.287149,4.655238,58.41567,0.177619,0.30248,0.305419,1,1,0.25,6.855805,0
466,33.42462,45.74489,64.43672,1.74922,17.56863,0.113823,0.060095,0,1,1,249.275384,306.005112,-115.563279,1.749224,63.247079,0.15465,0.105117,0.475499,1,1,0.3,2.674562,0
467,33.439,35.99807,55.81679,4.65367,16.47659,3.485012,4,0.029293,0,0,249.260999,315.751931,-124.183213,4.653672,59.315728,0.242448,0.241463,0.181359,1,1,0.25,6.930748,0
468,33.53997,37.11384,53.23722,4.16144,14.9798,2.718229,4,0.028532,0,0,249.160027,314.636164,-126.762784,4.161436,53.927271,0.136659,0.3635,0.209206,1,1,0.15,5.586905,0
469,33.63893,37.22915,48.2368,4.22135,14.12351,2.187515,4,0.009201,0,0,249.061068,314.520854,-131.763202,4.221354,50.844649,0.367975,0.180492,0.00948,1,1,0.4,4.022941,0
470,33.66663,46.78295,103.38034,1,7.88121,2.019755,0.469635,0,1,0,249.03337,304.967052,-76.619661,1,28.372369,0.134218,4,0,0,1,0.35,2.336336,0
471,33.67578,36.98578,52.22801,4.18523,15.09396,2.898006,4,0.036095,0,0,249.024216,314.764219,-127.771995,4.185226,54.338253,0.193294,0.302473,0.381663,1,1,0.2,5.559416,0
472,33.77721,37.02507,53.21097,4.16495,15.03704,2.768625,4,0.011525,0,0,248.922792,314.724933,-126.789033,4.164951,54.133356,0.028167,0.180465,0.409421,1,1,0.25,5.648266,0
473,33.79582,43.17084,105.32109,3.84105,21.88475,0.146619,0.082818,0.092574,0,1,248.904178,308.579164,-74.678908,3.841047,78.7851,0.587869,0.145039,2.09511,1,1,0.15,5.484494,0
474,33.81395,43.16992,105.32269,3.83967,21.88373,0.152717,0.083616,0.019004,0,1,248.886047,308.580076,-74.677313,3.839672,78.781427,0.590991,0.145038,2.008629,1,1,0.2,5.484868,0
475,33.92598,36.98274,56.94956,4.1644,15.01185,2.497013,4,0.080686,0,0,248.774025,314.767263,-123.050437,4.164402,54.042664,0.25884,0.119471,0.0442,1,1,0.2,6.210006,0
476,34.2392,43.25796,104.10867,3.84874,21.85101,0.091874,0.05647,0.144987,0,1,248.4608,308.49204,-75.891331,3.848736,78.663644,0.304211,4,2.854611,0,1,0.3,5.482856,0
477,34.23933,43.44929,104.50416,3.9147,21.82709,0.354507,4,0.219083,0,1,248.460675,308.30071,-75.495845,3.914698,78.57753,0.029052,4,0.015707,0,1,0.6,5.236462,0
478,34.24187,43.4532,104.50451,3.91486,21.82758,0.358746,4,0.211046,0,1,248.458133,308.296803,-75.495492,3.914858,78.579273,0.029257,4,0.007664,0,1,0.4,5.232403,0
479,34.2489,43.34397,104.25889,3.90723,21.83073,0.24994,4,0.121088,0,1,248.451097,308.406034,-75.74111,3.907229,78.590616,0.142122,4,2.805327,0,1,0.5,5.365638,0
480,34.25964,43.42105,104.04479,3.83299,21.84382,0.237506,4,0.308887,0,1,248.440356,308.328953,-75.95521,3.832989,78.637735,0.195732,4,2.719384,0,1,0.35,5.329032,0
481,34.25981,43.42077,104.04123,3.8322,21.84328,0.236921,4,0.309973,0,1,248.440189,308.329227,-75.958768,3.832196,78.635803,0.196462,4,2.716726,0,1,0.5,5.32979,0
482,34.28582,43.25759,104.09242,3.84513,21.84653,0.128884,0.058986,0.393391,0,1,248.414176,308.492413,-75.907582,3.845126,78.64751,0.329391,4,2.645016,0,1,0.7,5.483822,0
483,34.33985,46.78391,103.12487,1,7.88176,2.237917,0.468343,0,1,0,248.360153,304.966092,-76.875131,1,28.374331,0.111355,4,0,0,1,0.45,2.334795,0
484,34.36103,44.53448,75.77853,1.63798,11.72791,0.562564,0.093487,0,1,1,248.338973,307.215524,-104.221473,1.637983,42.220474,0.193729,0.190116,0.069924,1,1,0.2,4.098704,0
485,34.47149,46.6148,108.59168,2.43549,22.391,1.255944,0.115792,0,0,1,248.228513,305.135203,-71.408318,2.435485,80.607605,0.569144,4,0,0,0,0.7,2.300644,0
486,34.69021,44.50989,75.94213,1.69559,11.94416,0.667136,0.092931,0,1,1,248.009789,307.240111,-104.05787,1.695588,42.998977,0.37741,0.105119,0.720391,1,1,0.2,4.099616,0
487,34.84953,39.11172,90.59241,2.58248,3.79419,19.038601,4,0,0,0,247.850475,312.638283,-89.407586,2.582482,13.659097,0.071522,0.141951,3.713876,1,1,0.15,10.742269,1
488,35.21923,43.48935,75.2556,1.91837,11.85804,0.448757,0.104517,0.085031,1,1,247.480769,308.260646,-104.744404,1.918365,42.688927,0.101139,0.105116,0.64899,1,1,0.15,4.785905,0
489,35.31994,39.44811,87.36311,2.63768,5.26008,15.094564,2.538476,0,0,0,247.380058,312.301889,-92.636886,2.637675,18.936289,0.071923,0.058456,3.838103,1,1,0.2,13.026248,1
490,35.44633,39.52817,84.5218,2.79478,5.44625,16.299376,2.773098,0,0,0,247.253671,312.221827,-95.478204,2.794783,19.606508,0.786779,0.158951,0.584952,1,0,0.1,11.775566,1
491,35.59475,45.57984,116.05853,1.58734,9.07367,1.970225,0.361067,0,1,0,247.105251,306.170164,-63.94147,1.587337,32.665198,0.308012,4,0,0,1,0.3,2.051838,0
492,35.62985,45.5269,115.58232,1.58957,8.79062,2.182075,0.384648,0,1,0,247.070147,306.223099,-64.417682,1.589572,31.646246,0.452341,4,0,0,1,0.45,2.076562,0
493,35.79299,39.39509,95.08259,2.62923,4.52435,16.861951,2.993509,0,0,0,246.907009,312.354915,-84.917408,2.629234,16.287658,0.297913,0.093783,1.157064,1,1,0.3,9.432761,1
494,36.00055,39.01279,87.65891,2.78473,5.41436,15.423756,2.322099,0,0,0,246.69945,312.737209,-92.341092,2.784728,19.491693,0.38343,0.334625,3.726798,1,1,0.15,13.82043,1
495,36.15122,39.11888,87.55829,2.74719,5.70506,14.369683,2.045204,0,0,0,246.548776,312.631125,-92.441706,2.747193,20.538223,0.125361,0.141951,3.840975,1,1,0.3,11.720703,1
496,36.6286,39.33743,87.1233,2.6113,5.59461,14.678728,2.10214,0,0,0,246.071402,312.412571,-92.876701,2.611302,20.140599,0.016489,0.093781,3.831544,1,1,0.25,11.550235,1
497,36.72573,39.41886,88.11478,2.61962,5.28465,16.078841,2.684154,0,0,0,245.974266,312.331144,-91.885225,2.619618,19.024756,0.247403,0.141954,3.605247,1,1,0.25,13.998938,1
498,36.7791,39.41536,88.08894,2.61974,5.28442,16.137561,2.69689,0,0,0,245.920903,312.334636,-91.911064,2.619735,19.023909,0.281398,0.141954,3.199102,1,1,0.3,14.03387,1
499,36.84848,41.13204,87.61854,2.25941,6.32146,12.841868,1.504625,0,1,0,245.85152,310.617962,-92.381465,2.259414,22.757261,0.088318,0.286453,3.365388,1,1,0.2,8.014577,1
500,36.84854,41.12516,87.61846,2.25947,6.32153,12.810985,1.504186,0,1,0,245.851464,310.624843,-92.381539,2.259471,22.757504,0.081705,0.190118,3.372169,1,1,0.3,8.021409,1
501,36.84855,41.13118,87.61873,2.25918,6.3215,12.841602,1.504485,0,1,0,245.851449,310.618825,-92.381273,2.259178,22.757397,0.087561,0.093784,3.366182,1,1,0.25,8.015652,1
502,36.84911,41.03587,87.6342,2.25407,6.32474,10.115308,1.481359,0,1,0,245.850892,310.714134,-92.365799,2.25407,22.769075,0.034276,0.105113,3.4794,1,1,0.2,8.120128,1
